condition_concept_id,concept_name,pt_cnt,mean_change,median_change,sd,ev_density
23325,Heartburn,64,3.268656716,1,3.291968039,3.467741935
23986,Disorder of pituitary gland,22,3.086956522,1,5.337930919,10.30357143
24134,Neck pain,339,3.763888889,2,3.587849998,9.977292576
24609,Hypoglycemia,25,2.580645161,0,3.787259343,3.131782946
25297,Acute pharyngitis,317,3.267045455,1,3.464614537,4.909090909
26662,Testicular hypofunction,32,3.027027027,2,3.231491965,12.28735632
27674,Nausea and vomiting,143,4.4,0,4.695389836,4.34973638
28060,Streptococcal sore throat,45,1.888888889,-1,3.550216952,2.830039526
30133,Acute laryngitis,20,3,-1,3.828906674,1.798076923
30437,Gastro-esophageal reflux disease with esophagitis,107,3.512605042,2,3.745402166,4.087774295
30753,Esophagitis,41,3.404761905,1,3.088728525,3.5
31317,Dysphagia,167,3.573033708,2,3.547517221,5.073076923
31610,Disorder of esophagus,51,2.947368421,0,3.50193224,2.408805031
31821,Disorder of endocrine system,27,2.793103448,1,3.445547108,4.405940594
31967,Nausea,186,3.292792793,0.5,4.772365477,4.593575419
72404,Joint stiffness,20,3.481481481,1.5,3.886210439,5.511627907
72418,Scoliosis deformity of spine,42,2.666666667,0.5,3.749486995,5.285714286
72711,Shoulder stiff,31,3.5,2,3.545404416,14.44210526
72986,Disorder of lower leg,30,3.181818182,-1,3.473379884,5.688073394
72993,"Localized, primary osteoarthritis",51,4.053571429,1,2.977694858,6.989795918
73008,Enthesopathy,66,1.941176471,0,3.131946824,2.78358209
73231,Arthralgia of temporomandibular joint,32,4.058823529,1,2.775904386,3.421568627
73300,Radial styloid tenosynovitis,27,2.333333333,1,4.80325151,5.757281553
73553,Arthropathy,62,2.391304348,1,3.142020018,4.797900262
73560,Calcaneal spur,24,2.75,0,2.430184582,3.453703704
73754,Restless legs,120,3.592,1,3.834596674,8.301960784
73819,Pain of breast,82,1.426966292,0,3.674337054,4.060606061
73840,"Localized, primary osteoarthritis of the shoulder region",107,2.825,1,3.8474939,3.685950413
74125,Inflammatory polyarthropathy,37,3.128205128,1,4.534154669,7.613445378
74130,Thoracic spondylosis without myelopathy,24,2.958333333,1,2.970568188,2.890243902
74132,Degeneration of lumbosacral intervertebral disc,40,3.888888889,1,3.590496716,3.8
74174,Urinary symptoms,25,3.2,1,4.127953488,2.123966942
74396,Temporomandibular joint disorder,31,2.705882353,0,4.614143754,4.148648649
74635,Lumbosacral radiculopathy,38,2.659090909,1,3.630125258,3.980769231
74728,Synovitis and tenosynovitis,45,2.659574468,0,3.115617227,3.355450237
74731,Hypertrophic osteoarthropathy,44,2.541666667,1,3.929344258,3.142857143
74855,Genital herpes simplex,23,3,2,3.63991921,5.5
75004,Frank hematuria,52,2.185185185,1,2.646606296,5.524475524
75036,"Localized, primary osteoarthritis of the hand",96,2.01,0,3.381840047,4.74015748
75344,Intervertebral disc disorder,22,1.88,1,3.407402179,3.308823529
75576,Irritable bowel syndrome,135,3.333333333,0,3.770400562,7.697619048
75650,Proteinuria,67,3.746478873,1,3.741173844,7.060606061
75860,Constipation,221,3.449799197,1,4.144232213,4.601029601
75865,Disorder of the urinary system,21,1.913043478,1,2.397419247,2.822580645
75909,Disorder of bone,479,2.895463511,1,3.293606495,6.498455201
75911,Acquired hallux valgus,44,2.416666667,0.5,3.238494025,4.012048193
76786,Derangement of knee,24,3.04,0,3.57299655,3.801242236
77030,Disorder of breast,109,2.276422764,0,3.366552112,3.15443038
77074,Joint pain,167,2.72972973,1,3.876055702,5.110275689
77081,Tibialis tendinitis,31,3.166666667,0,2.651029421,4.543478261
